-1.595443795428444611e+00,-1.306293596738125062e+00,-1.017143398047805514e+00,-2.187805694380842603e+00,-6.579546289720955565e-01,-3.463183008332783031e-01,2.345086351274705549e+00
-1.306293596738125062e+00,-1.017143398047805514e+00,-7.279931993574858540e-01,-6.579546289720955565e-01,-3.463183008332783031e-01,2.345086351274705549e+00,1.919626295883214429e-01
-1.017143398047805514e+00,-7.279931993574858540e-01,-4.388430006671663053e-01,-3.463183008332783031e-01,2.345086351274705549e+00,1.919626295883214429e-01,2.968359007552344941e+00
-7.279931993574858540e-01,-4.388430006671663053e-01,-1.496928019768467288e-01,2.345086351274705549e+00,1.919626295883214429e-01,2.968359007552344941e+00,-2.046654244065404804e-01
-4.388430006671663053e-01,-1.496928019768467288e-01,1.394573967134728198e-01,1.919626295883214429e-01,2.968359007552344941e+00,-2.046654244065404804e-01,-8.279380806841774021e-01
-1.496928019768467288e-01,1.394573967134728198e-01,4.286075954037923963e-01,2.968359007552344941e+00,-2.046654244065404804e-01,-8.279380806841774021e-01,-1.592863613388552091e+00
1.394573967134728198e-01,4.286075954037923963e-01,7.177577940941118895e-01,-2.046654244065404804e-01,-8.279380806841774021e-01,-1.592863613388552091e+00,-2.131144543810147063e+00
4.286075954037923963e-01,7.177577940941118895e-01,1.006907992784431549e+00,-8.279380806841774021e-01,-1.592863613388552091e+00,-2.131144543810147063e+00,-1.847838790956676247e+00
7.177577940941118895e-01,1.006907992784431549e+00,1.296058191474751098e+00,-1.592863613388552091e+00,-2.131144543810147063e+00,-1.847838790956676247e+00,-1.111243833537650438e+00
1.006907992784431549e+00,1.296058191474751098e+00,1.585208390165070647e+00,-2.131144543810147063e+00,-1.847838790956676247e+00,-1.111243833537650438e+00,-1.309557860535079055e+00
1.296058191474751098e+00,1.585208390165070647e+00,-1.595443795428444611e+00,-1.847838790956676247e+00,-1.111243833537650438e+00,-1.309557860535079055e+00,-1.139574408822997098e+00
1.585208390165070647e+00,-1.595443795428444611e+00,-1.306293596738125062e+00,-1.111243833537650438e+00,-1.309557860535079055e+00,-1.139574408822997098e+00,-1.054582682966954899e+00
-1.595443795428444611e+00,-1.306293596738125062e+00,-1.017143398047805514e+00,-1.309557860535079055e+00,-1.139574408822997098e+00,-1.054582682966954899e+00,-1.366219011105774594e+00
-1.306293596738125062e+00,-1.017143398047805514e+00,-7.279931993574858540e-01,-1.139574408822997098e+00,-1.054582682966954899e+00,-1.366219011105774594e+00,-1.451210736961814352e+00
-1.017143398047805514e+00,-7.279931993574858540e-01,-4.388430006671663053e-01,-1.054582682966954899e+00,-1.366219011105774594e+00,-1.451210736961814352e+00,-2.159475119095493501e+00
-7.279931993574858540e-01,-4.388430006671663053e-01,-1.496928019768467288e-01,-1.366219011105774594e+00,-1.451210736961814352e+00,-2.159475119095493501e+00,-1.082913258252301558e+00
-4.388430006671663053e-01,-1.496928019768467288e-01,1.394573967134728198e-01,-1.451210736961814352e+00,-2.159475119095493501e+00,-1.082913258252301558e+00,-1.309557860535079055e+00
-1.496928019768467288e-01,1.394573967134728198e-01,4.286075954037923963e-01,-2.159475119095493501e+00,-1.082913258252301558e+00,-1.309557860535079055e+00,-3.468197269445607439e-02
1.394573967134728198e-01,4.286075954037923963e-01,7.177577940941118895e-01,-1.082913258252301558e+00,-1.309557860535079055e+00,-3.468197269445607439e-02,-1.309557860535079055e+00
4.286075954037923963e-01,7.177577940941118895e-01,1.006907992784431549e+00,-1.309557860535079055e+00,-3.468197269445607439e-02,-1.309557860535079055e+00,-8.279380806841774021e-01
7.177577940941118895e-01,1.006907992784431549e+00,1.296058191474751098e+00,-3.468197269445607439e-02,-1.309557860535079055e+00,-8.279380806841774021e-01,-1.592863613388552091e+00
1.006907992784431549e+00,1.296058191474751098e+00,1.585208390165070647e+00,-1.309557860535079055e+00,-8.279380806841774021e-01,-1.592863613388552091e+00,-1.394549586391121254e+00
1.296058191474751098e+00,1.585208390165070647e+00,-1.595443795428444611e+00,-8.279380806841774021e-01,-1.592863613388552091e+00,-1.394549586391121254e+00,-2.187805694380842603e+00
1.585208390165070647e+00,-1.595443795428444611e+00,-1.306293596738125062e+00,-1.592863613388552091e+00,-1.394549586391121254e+00,-2.187805694380842603e+00,-1.366219011105774594e+00
-1.595443795428444611e+00,-1.306293596738125062e+00,-1.017143398047805514e+00,-1.394549586391121254e+00,-2.187805694380842603e+00,-1.366219011105774594e+00,-6.012934784013999057e-01
-1.306293596738125062e+00,-1.017143398047805514e+00,-7.279931993574858540e-01,-2.187805694380842603e+00,-1.366219011105774594e+00,-6.012934784013999057e-01,-2.159475119095493501e+00
